,DSI_Title,Text,category
16,CEY_Doc2_The-Lion-King.docx,"For the uninitiated, The Lion King, is the story of Simba, a lion cub, who is dispossessed and made to feel responsible for the death of his father Mufasa, by his treacherous uncle Scar.

The cub's birth is announced in the opening sequence of the film called, ""It's the circle of life"", an evocative collaboration of music and animation that shows all animals of the African veld gathering to hail their future king. The cute little cub is held aloft from a dramatic spur of rock, and the future minions below hail him as ""the future King of Pride Rock"", in a staging that looks like the jungle equivalent of a political rally.

Of course, this coming together of all the wild beasts harps on the uncomfortable fact that many of these animals survive by eating one another. As King Mufasa tries explaining to his son, ""We are all connected to the circle of life,"" the narrative, all through the film, performs a balancing act between the fantasy of the story and the reality of the jungle.

Early scenes show Simba as a cute trusting little tyke who believes that life is beautiful. It is fun to watch him sing, in a lower and less-pantomime key, ""I just can't wait to be the king."" His enthusiasm and curiosity soon get the better of him and he lands in the wastelands, far from his kingdom. How he comes back to claim his stake as the Lion King forms the crux of the narrative.

The Shakespearean plot has dark corners, frightening moments and ancient archetypes like the crime of regicide. Some of the musical comedy numbers like, ""I can't wait to be king"", ""Circle of life"" and ""Hakuna Matata"" break the mood and are a hit among the audience, but the rest of the songs are far from memorable.

The voices of the ace star cast hit the right pitch and match the characters to perfection. Donald Glover as the grown Simba, Beyonce as his childhood friend Nala, James Earl Jones as King Mufasa, Chiwetel Ejiofor as Scar, Alfre Woodard as Simba's mother Sarabi, Seth Rogen as the Warthog Pumbaa and John Oliver as the goofy hornbill Zuzu have their moments of glory.

Visually, director Jon Favreau's The Lion King is fascinating and awe-inspiring, thanks to veteran cinematographer Caleb Deschanel, and visual effects supervisors Robert Legato and Adam Valdez, who previously collaborated on Disney's, The Jungle Book. With 3D Computer animation, each of their frames appear so realistic that the effort could pass off as a live-action film. Some scenes are just brilliant, and among the effects, the lustre of lion fur simply stands-out.

The film has all the trappings of the Disney template and is a fine remake of the studio's traditionally animated 1994 hit of the same name, nut the fact is after the initial attraction and moments of fascination in watching the extraordinarily life-like animals talking and relating to one another as human beings do, the novelty factor wears off. By mid-point the narrative meanders and the pace drags till we hear the song, ""A wee wee bum bum wae,"" which is the cover of The Tokens' 'The Lion Sleeps Tonight.' Thence, the momentum picks up. By the end, however, the predictability of the tale begins to wear you down. The 1994 edition had a run-time of 88 minutes, while this one lasts for 118 minutes. You feel the stretch.",0
17,MS_Doc2_Why I Left ‘Knives Out’ With Emotional Whiplash.docx,"Document 2:

In “Knives Out,” the writer and director Rian Johnson pays tribute to Agatha Christie and “Clue” in a star-studded whodunit that begins with the mysterious death of the wealthy author and patriarch Harlan Thrombey .Almost every one of his heirs falls under the suspicion of the private investigator Benoit Blanc at some point, including Harlan’s caretaker, Marta a woman so pure of heart, she can’t lie without becoming physically ill. True to the form, no one’s stories seem to add up, the plot thickens, and twists and turns are thrown in and at the center of the movie.

The film has been marketed as a “fun, modern-day” murder mystery, and the many rapturous reviews have echoed this sense of whimsy. But as “Knives Out” unfolds, Mr. Johnson reveals that he’s not interested solely in entertaining his audience for a couple of hours — he has something to say about class and politics in a bold, direct way that is rare in major American studio movies.

Unfortunately, Mr. Johnson’s ambitions on this front reminded me that sometimes, well-intentioned art can backfire and offend those it’s intended to champion. Through the character of Marta, “Knives Out” has a tendency to exploit its story’s immigration angle, which left me feeling uneasy as strangers at the screening I attended laughed at real-life issues I’m genuinely frightened of.

None of Thrombeys seems to know or care where she’s really from, each time guessing a different country. This is played as a running gag that is ostensibly intended as a critique of white upper-class liberalism. Yet Mr. Johnson keeps Marta’s background a mystery to the audience as well, never allowing her any cultural specificity beyond being vaguely Latina.

The film takes pains to cast Marta as an outsider in other discomforting ways. During a family argument, the youngest in the family, an alt-right troll, calls Marta an ethnic slur. In another scene, she’s called upon to clarify whether her family came to the United States legally, or “the right way,” as one of the Thrombeys puts it. Another member of the family hints that he could have her mother deported because she’s undocumented. Several family members assert, patronizingly, to Marta that they have “always taken care of” her. 

I can imagine Mr. Johnson views this pile-on as a way to call attention to the microaggressions working-class immigrants face daily, but it’s troubling to see Marta saddled with so much real-world baggage. 

After viewing “Knives Out,” I became upset as I tried to explain to a group of mostly white friends that I felt as I had seen an entirely different movie from the one they were raving about. I’ve been in some of the situations Marta endures — being asked to prove my citizenship, feeling unsafe speaking Spanish — and the movie brought up so many of these unpleasant memories repeatedly to little narrative effect. Instead of enjoying the twists and turns of an entertaining film, I left the theater with emotional whiplash caused by what felt like empty virtue signaling.",1
18,DLC_DOC1_Parasite_Review_Pleasures.docx,"On one side of town are the nouveau-riche Parks—a cheerfully culture-free husband and his lovely, silly wife raising their two spoiled kids in a resplendently modern house. (The house amounts to a major character in the drama. It’s a repository of genuine culture, by virtue of its architecture. What’s more, it is haunted, though not by conventional ghosts.)

On the other side of town, in a squalid apartment infested by stink bugs, live the Kims. They are counterparts of the Parks as reflected in a no-funhouse mirror—bummed-out husband, resilient wife, cheerful son who keeps flunking his college entrance exams, and cynical daughter who couldn’t get into art school, all of them down on their luck and out of work. But the Kims, as changeable luck would have it, are gifted hustlers, and they grab their main chance when the son, Ki-woo, gets hired as an English tutor for the Parks’ pretty daughter. With that beachhead established, Ki-woo’s father, mother and sister soon score jobs of their own with the Park family—under fake identities and false colors, but with a blithe alacrity that sweeps away all questions of plausibility.

The filmmaker puts his marvelous cast through its comic paces with exquisite precision and grace. Another component is the deliciousness of its humor, which plays not only on the Parks’ hilarious pretensions but on the Kims’ zest for their new roles as they take over growing areas of their employers’ lives. “What you need is vigor,” a suddenly authoritative Ki-woo tells Park Da-hye, his impressionable and eminently nubile student. He’s got it, and she gets it whenever he visits her room.

Instead of rich against poor, it’s a portrait of rich and poor in a precarious balance of mutual needs and benefits. “This is so metaphorical,” Ki-woo likes to say with a mixture of youthful pomposity and genuine wonder; the first time he says it is when a friend gives him a gift of a scholar’s rock, a hunk of stone that can represent whatever he chooses. “Parasite” is metaphorical too, but never calls attention to the fact. In its oddball specificity it simply stands—though never simply—as a representation of how society functions more often than not.

And it is deep. Just how deep is for me to hint at carefully and for you to discover when you see it—and see it you must if you’re open to one of the most remarkable films to hit the big screen in years. Suffice it to say that the light and delicate tone takes a gradual turn into Stygian darkness; that the title is more ambiguous than it may seem, since it’s hard to determine exactly who is living off whom; that the smell of the unwashed poor as experienced by the fastidious rich figures significantly in the plot; and that the shock at the end of “Mother” is kid stuff alongside the shock and awe of this climax. It’s a vision of the underclass rising up from far under, with all the delicacy of an erupting volcano.",1
19,JM_Doc2__Anchorman__delivers_comedic_goods.docx,"Sometimes the key to satire is to stay fairly close to the source. ""Anchorman,"" like ""This Is Spinal Tap,"" works best when it's only a degree or two removed from the excesses of the real thing. When the news director goes ape over stories about cute animals at the zoo, when the promos make the news ""team"" look like a happy family, the movie is right on target. But when rival local news teams engage in what looks like a free-for-all from a Roman arena, it doesn't work. Most of the time, though, ""Anchorman"" works, and a lot of the time it's very funny.



The movie centers on Ron Burgundy (Will Ferrell), the legendary top local anchor in San Diego in the early 1970s. Ron has bought into his legend, believes his promos, and informs a blonde at a pool party: ""I have many very important leather-bound books, and my apartment smells of rich mahogany."" His weakness is that he will read anything that is typed into his prompter. Anything. The words pass from his eyes into his mouth without passing through his brain.



As ""Anchorman"" opens, Ron Burgundy faces a crisis. Ed Harke, the stations news director, played by the invaluable Fred Willard, wants to add ""diversity"" to the newsroom by hiring a woman -- no, a WOMAN! -- as Burgundy's co-anchor. This cannot be. It is not right. It is against nature. Burgundy is appalled. The new co-anchor will be the efficiently named Veronica Corningstone (Christina Applegate), and yes, reader, she was the blonde that Burgundy tried to pick up with the leather and mahogany line.



The other news team members include the wonderfully named Champ Kind (David Koechner), Brick Tamland (Steven Carell) and Brian Fantana (Paul Rudd). And yes, sometimes when they're together, they actually do sing ""Afternoon Delight."" They are united in their fear of adding a woman to the team. ""I read somewhere,"" one of them ominously warns, ""that their periods attract bears."" Odors play an important role in the movie. Hoping to attract Corningstone, Brian Fantana splashes on a high-octane cologne that smells, the newsroom agrees, ""like the time the raccoon got in the copier.""

If the movie simply focused on making Ron and his team look ridiculous, it might grow tedious, because that would be such an easy thing to do. But it has a kind of sweetness to it. Despite his weaknesses, Ron is sort of a nice guy, darn it all, and Veronica Corningstone, despite her desire to project a serious image, kinda likes the guy -- especially when he reveals an unsuspected musical talent in a lounge one night, after he's asked to ""sit in on jazz flute.""

When the news teams clash in a free-for-all, it's over the top. But a lot of the quieter moments of rivalry are on target. I have known and worked with a lot of anchorpersons, even female anchorpersons, over the years, and I can tell you that almost all of them are good people -- smart professionals who don't take themselves too seriously. But every once in a while you get a Ron Burgundy, and you kind of treasure him, because you can dine out on the stories for years.",1
20,TAM_Doc1_Reservoir_Dogs_1992.docx,"Now that we know Quentin Tarantino can make a movie like ""Reservoir Dogs,"" it's time for him to move on and make a better one.

This film, the first from an obviously talented writer-director, is like an exercise in style. He sets up his characters during a funny scene in a coffee shop, and then puts them through a stickup that goes disastrously wrong. Most of the movie deals with its bloody aftermath, as they assemble in a warehouse and bleed and drool on one another.

The movie has one of the best casts you could imagine, led by the legendary old tough guy Lawrence Tierney, who has been in and out of jail both on the screen and in real life. He is incapable of uttering a syllable that sounds inauthentic. Tierney plays Joe Cabot, an experienced criminal who has assembled a team of crooks for a big diamond heist. The key to his plan is that his associates don't know one another, and therefore can't squeal if they're caught. He names them off a color chart: Mr. White, Mr. Orange, Mr. Blonde, Mr. Pink, and so on. Mr. Pink doesn't like his name. ""You're lucky you ain't Mr. Yellow,"" Tierney rasps.

The opening scene features an endlessly circling camera, as the tough guys light cigarettes and drink coffee in one of those places where the tables are Formica and the waitresses write your order on a green-and-white Guest Check. They argue, joke and b.s. each other through thick clouds of smoke; it's like ""The Sportswriters on Parole."" There's a funny discussion of tipping. Then they walk out of the restaurant, and are introduced in the opening credits, as they walk menacingly toward the camera. They have great faces: The glowering Michael Madsen; the apprehensive Tim Roth; Chris Penn, ready for anything; Tierney, with a Mack truck of a mug; Harvey Keitel, whose presence in a crime movie is like an imprimatur.

The movie feels like it's going to be terrific, but Tarantino's script doesn't have much curiosity about these guys. He has an idea, and trusts the idea to drive the plot.

The idea is that the tough guys, except for Tierney and the deranged Madsen, are mostly bluffers. They are not good at handling themselves in desperate situations.

We see the bungled crime in flashbacks. Tarantino has a confident, kinetic way of shooting action - guys running down the street, gun battles, blood and screams. Then the action centers in the warehouse, where Madsen sadistically toys with a character he thinks is a cop, and the movie ends on a couple of notes of horrifying poetic justice.

One of the discoveries in the movie is Madsen, who has done a lot of acting over the years (he had a good role in ""The Natural"") but here emerges with the kind of really menacing screen presence only a few actors achieve; he can hold his own with the fearsome Tierney, and reminds me a little of a very mean Robert De Niro.

Tarantino himself is also interesting as an actor; he could play great crazy villains.",1
21,OHU_Doc2_Parasite.docx,"Such a statement has become overused to such a degree that it’s impossible to be taken seriously, like how too many major new movies are gifted the m-word: masterpiece. So how do critics convey when a film truly is unexpectedly, brilliantly unpredictable in ways that feel revelatory? And what do we do when we see an actual “masterpiece” in this era of critics crying wolf? Especially one with so many twists and turns that the best writing about it will be long after spoiler warnings aren’t needed? I’ll do my best because Bong Joon-ho’s “Parasite” is unquestionably one of the best films of the year. 



Bong has made several films about class but “Parasite” may be his most daring examination of the structural inequity that has come to define the world. It is a tonal juggling act that first feels like a satire—a comedy of manners that bounces a group of lovable con artists off a very wealthy family of awkward eccentrics. Can the poor really just step into the world of the rich? The second half of “Parasite” is one of the most daring things I’ve seen in years narratively. Bong holds it all together, and the result is breathtaking.

Kim Ki-woo (Choi Woo-sik) and his family live on the edge of poverty. 

The script for “Parasite” will get a ton of attention as it’s one of those clever twisting and turning tales for which the screenwriter gets the most credit but this is very much an exercise in visual language that reaffirms Bong as a master. Working with the incredible cinematographer Kyung-pyo Hong and an A-list design team, Bong's film is captivating with every single composition. The clean, empty spaces of the Park home contrasted against the tight quarters of the Kim living arrangement isn’t just symbolic, it’s visually stimulating without ever calling attention to itself.

""Parasite"" is a marvelously entertaining film in terms of narrative, but there’s also so much going on underneath about how the rich use the poor to survive in ways that I can’t completely spoil here. Suffice to say, the wealthy in any country survive on the labor of the poor, whether it’s the housekeepers, tutors, and drivers they employ, or something much darker. Kim's family will be reminded of that chasm and the cruelty of inequity.

The social commentary of ""Parasite"" leads to chaos, but it never feels like a didactic message movie. It is somehow, and I’m still not even really sure how, both joyous and depressing at the same time. Stick with me here. ""Parasite"" is so perfectly calibrated that there’s joy to be had in just experiencing every confident frame of it, but then that’s tempered by thinking about what Bong is unpacking here and saying about society, especially with the perfect, absolutely haunting final scenes. It’s a conversation starter in ways we only get a few times a year, and further reminder that Bong Joon-ho is one of the best filmmakers working today.",1
22,MT_Doc1_With_Frozen2_Disney.docx,"With “Frozen II,” Disney has done the impossible: It’s made a terrific animated-musical sequel.



Over the past 25 years, the studio has released a heap of direct-to-video follow-ups to its biggest hits, such as “Return of Jafar” and “The Lion King 1½.” All of them have been forgettable at best, forever banished to the darkest corners of Disney+.



But the curse has been lifted. The second “Frozen” is even better than the first, with dazzling animation and a more mature and tuneful score. Call it “The Icicle Strikes Back.”



Elsa once sang, “I’m never going back! The past is in the past!” And “Frozen II” has wisely followed that path. Instead of rehashing the 2013 film, and piling on complications involving the queen’s magical ability to freeze with her fingertips, we start fresh with a new, out-of-the-icebox adventure.



Our heroine now sits on the throne of Arendelle, but despite the highs of being queen, Elsa (Idina Menzel) feels a nagging void. She begins hearing a siren song calling her into the distance when a supernatural force ravages the kingdom. She believes that the ethereal song, and the source of the damage, are both from an enchanted forest her mom told her about as a kid. Could it also hold the key to her magical powers? So, off she goes, along with sister Anna (Kristen Bell), snowman Olaf (Josh Gad), doofy Kristoff (Jonathan Groff) and Sven the reindeer.



The most important question for parents: What song will I be forced to play in the car on an endless loop until what seems like the end of time? That would be “Into the Unknown,” which Elsa belts out before embarking on her journey. It’s a rousing number that nicely sums up the movie’s more adult blend of darkness and whimsy, with more world-weary lyrics like, “I’ve had my adventure. I don’t need something new. I am afraid of what I’m risking if I follow you.” It’s also got a bang-up cover by Panic! At the Disco.



Once we’re in the woods, a land magically barricaded from the outside world, Disney’s prettiest landscapes and characters since 2017’s “Coco” come to life. The first “Frozen” vastly exceeded box-office expectations, and its sequel looks much more big-budget as a result. The hot-pink fire demon pulses with color, and the rock ogres look as good as any creature in “The Lord of the Rings.”



Don’t worry — it’s not all monsters and deep meaning. The music, by Oscar winners Robert Lopez and Kristen Anderson-Lopez, is actually much funnier this time around. Gad’s Olaf sings a delightful song — as he’s being chased by terrors in the forest — about how everything will make sense when he’s older. And Groff sounds great as Kristoff during a country-tinged ballad that looks like a Carly Simon video.



That tune is called “Lost In the Woods,” but the “Frozen” franchise is very much found in the forest. Elsa’s powers and insecurities are still the star, of course, but this film should confirm to Disney just how perfect this entire ensemble of characters is.",0
23,MAM_Doc1_Tommy-Boy.docx,"""Tommy Boy"" is one of those movies that plays like an explosion down at the screenplay factory. You can almost picture a bewildered office boy, his face smudged with soot, wandering through the ruins and rescuing pages at random. Too bad they didn't mail them to the insurance company instead of filming them.

The movie is an assembly of clichés and obligatory scenes from dozens of other movies, all are better. It has only one original idea, and that's a bad one: The inspiration of making the hero's sidekick into, simultaneously, his buddy, his critic and his rival.

It's like the part was written by three writers locked in separate rooms.

""Tommy Boy"" stars Chris Farley of ""Saturday Night Live,"" the guy with the size 23 neck, as Tommy Callahan, the dopey son of a Sandusky brake shoe manufacturer. His father, Big Tom (Brian Dennehy), is proud of him even though he squeaked through college in seven years, and supplies him with an office and big responsibilities when he comes back to Ohio. Meanwhile, there are startling developments on the domestic front, where Big Tom, a widower, is engaged to marry the bodacious Beverly (Bo Derek).

Young Tommy is overjoyed, because Beverly has a son, Paul (Rob Lowe), which means Tommy at last will have the brother he always dreamed of. Paul doubts there's much to do in Sandusky, but Tommy proves him wrong, introducing him to the favorite local pastime, ""cow tipping,"" which means sneaking up on sleeping cows and tipping them over. In other hands this could have been the movie's only funny scene, but director Peter Segal doesn't have a clue about comic payoffs and bungles it before ending with the desperate director's ancient standby, as the lads fall in the mud.

The plot thickens. Or does it congeal? I began ticking off the story clichés: We'd already had (1) dumb son returns to family business and (2) unexpected stepmother. Soon we get (3) company gets in trouble and all workers will lose jobs, (4) it's up to the kid to save the day, (5) evil stepmother, (6) road movie and (7) buddy picture. The last two come as Tommy hits the road in a desperate last-minute bid to sell brake shoes, accompanied by his friend Richard (David Spade, also from ""Saturday Night Live""). Richard has been introduced as a resentful employee who doesn't think Tommy should get such a quick promotion. Now he becomes a sidekick, critic, rival and buddy, all wrapped in one ungainly package.



No one is funny in ""Tommy Boy."" There are no memorable lines. None of the characters is interesting except for the enigmatic figure played by Rob Lowe, who seems to have wandered over from ""Hamlet."" Judging by the evidence on the screen, the movie got a green light before a usable screenplay had been prepared, with everybody reassuring each other that since they were such funny people, inspiration would overcome them. It was Forrest Gump, I believe, who said, ""Funny is as funny does.""",0
24,MAM_Doc2_Dumb-and-Dumber.docx,"The purpose of a comedy is to make you laugh, and there is a moment in ""Dumb and Dumber"" that made me laugh so loudly I embarrassed myself. I just couldn't stop. It's the moment involving the kid who gets the parakeet. But because I know that the first sentence of this review is likely to be lifted out and reprinted in an ad, I hasten to add that I did not laugh as loudly again, or very often. It's just as well. If the whole movie had been as funny as that moment, I would have required hospitalization.

The movie is more silliness from Jim Carrey, who is beginning to grow on me. It's strange. His mannerisms, instead of becoming more wearisome from film to film, grow more endearing. I hated him in ""Ace Ventura: Pet Detective,"" enjoyed him in ""The Mask,"" and felt positively fond of him here. He plays a limousine driver whose roommate (Jeff Daniels) runs a dog-grooming service, although business is bad for both of them and they live in a dump. (At one point a gangster suggests trashing their apartment, and decides they wouldn't notice it.) As the movie opens, Carrey is driving a beautiful but troubled young woman (Lauren Holly) to the airport. He has fallen instantly in love with her. When he notices that she has left a briefcase on the terminal floor, he races into the building and snatches it - thus foiling a kidnap ransom payment. Trying to chase after her onto a flight to Aspen, he has a nasty accident that is the movie's second big laugh, although not nearly so big as the parakeet.

After developments that will be familiar to students of sitcom and other formula comedy, Carrey and Daniels find themselves heading west in their dogmobile (a van that looks like a shaggy dog).

They intend to drive to Aspen, find the woman, and return the briefcase. Along the way they have the usual obligatory run-in with some tough guys in a diner, are pulled over by the usual cop, and are chased by gangsters, etc., etc.

The cop gets a bad surprise when he tests what he thinks is an open bottle of beer, but that gag misfires because its final shot is just plain not funny. That happens several times in ""Dumb and Dumber"": The movie sets up a potentially good joke (like the one involving a megadose of laxative) and then doesn't know how to pay it off.

The plot is lame, but that doesn't matter, because ""Dumb and Dumber"" is essentially pitched at the level of an ""Airplane!""-style movie, with rapid-fire sight gags. Some of them work, like the karate fight that ends with a guy getting his heart handed to him in a doggie bag. Some of them don't, like a curious scene where Carrey is hugging a girl and lifts the back of her skirt for no apparent reason: It seems creepy.

For Jeff Daniels, the role is a departure from his usual deadpan comedy roles and straight drama. He fits right in. The relationship between the two guys creates a lot of the fun, as they discuss their grim lifestyle and their bizarre plans to improve it.

The elements are here for a better movie, and Jim Carrey, I am now convinced, is a true original. In ""The Mask,"" he had the screenplay and production to back him up. Here, the filmmaking is more uncertain.",1
25,YC_Doc2_Futuristic-Blade-Runner.docx,"FUTURISTIC 'BLADE RUNNER'

THE view of the future offered by Ridley Scott's muddled yet mesmerizing ''Blade Runner'' is as intricately detailed as anything a science-fiction film has yet envisioned. The year is 2019, the place Los Angeles, the landscape garish but bleak. The city is a canyon bounded by industrial towers, some of which belch fire. Advertising billboards, which are everywhere, now feature lifelike electronic people who are the size of giants. The police cruise both horizontally and vertically on their patrol routes, but there is seldom anyone to arrest, because the place is much emptier than it used to be. In an age of space travel, anyone with the wherewithal has presumably gone away. Only the dregs remain.

''Blade Runner'' begins with a stunning shot of this futuristic city, accompanied by the rumbling of Vangelis's eerie, highly effective score. It proceeds to tell the story of Rick Deckard and his battle with the replicants, a story based on Philip K. Dick's novel ''Do Androids Dream of Electric Sheep?'' In brief: replicants are manmade creatures that possess all human attributes except feelings. They have been built to serve as slaves in Earth colonies that are Off World, i.e., elsewhere. Whenever the replicants rebel, the job of eliminating them is given to a special, skilled hunter. This expert is called a blade runner.

Rick Deckard is the best of the blade runners, now retired. He is as hard-boiled as any film noir detective, with much the same world view. So when he is told, at the beginning of ''Blade Runner,'' that an especially dangerous group of replicants is on the loose, and is offered the job of hunting them, he can't say no. Even in the murkiest reaches of science-fiction lore, a man's gotta do what a man's gotta do.

''Blade Runner,'' which opens today at the Criterion Center and other theaters, follows Deckard's love affair with a beautiful replicant named Rachael, who is special assistant to the high-level industrialist who created her. It also follows Deckard's tracking down of the runaways, most notably their white-haired, demoniclooking leader, Batty (Rutger Hauer). These events involve quite a bit of plot, but they're nothing in the movie's excessively busy overall scheme. ''Blade Runner'' is crammed to the gills with much more information than it can hold.

Science-fiction devotees may find ''Blade Runner'' a wonderfully meticulous movie and marvel at the comprehensiveness of its vision. Even those without a taste for gadgetry cannot fail to appreciate the degree of effort that has gone into constructing a film so ambitious and idiosyncratic. The special effects are by Douglas Trumbull, Richard Yuricich and David Dryer, and they are superb. So is Laurence G. Paull's production design. But ''Blade Runner'' is a film that special effects could have easily run away with, and run away with it they have.

Mr. Scott, who made his mark in ''Alien'' by showing a creature bursting forth from the body of one of its victims, tries hard to hit the same note here. One scene takes place in an eyeball factory. Two others show Deckard in vicious, sadistic fights with women. One of these fights features strange calisthenics and unearthly shrieks.

The end of the film is both gruesome and sentimental. Mr. Scott can't have it both ways, any more than he can expect overdecoration to carry a film that has neither strong characters nor a strong story. That hasn't stopped him from trying, even if it perhaps should have.",0
26,EC_Doc1_Garden-State-Was.docx,"""Garden State"" was written and directed by Zach Braff, who stars as Andrew. He has one of those faces, like David Schwimmer's, that seems congenitally dubious. He returns home to his father, Gideon (Ian Holm), who is very dry and distant, masking anger: Gideon is a psychiatrist who believes Andrew will never be well ""until you forgive yourself for what you did to your mother."" What Andrew did, in Gideon's mind, was to make woman into a paraplegic by pushing her so that she fell over door of a dishwasher. What Andrew believes is that he was a very small boy, dishwasher had a broken latch, and his father is full of it. Andrew's new life begins he recognizes gravediggers at his mother's funeral. are high school buddies he left behind. Soon he's high on ecstasy and playing spin-the-bottle at a party, and not long after that he's unexpectedly in love. Portman's success in creating this character is all more impressive because we learn almost nothing about her, except that she's great to look at has those positive attributes. The movie joins Andrew, Sam and his high school buddy Mark (Peter Sarsgaard) on an odyssey through wilds of New Jersey, contain stranger denizens than Oz. Mark is a stoner with a wide range of interesting friends, including a couple who live in a boat at bottom of a stone quarry, and a high school classmate who's made millions with invention of silent Velcro (""it doesn't make that noise when you pull it apart"").Andrew is awakening gradually long, sedated nothingness. He tries communicate with his father, he tries to reconnect with his feelings, and mostly he tries deal with enormous puzzle that Sam represents. What is he to do about her? His romantic instincts have been on hold for so long he's like a kid with his first girlfriend."" Garden State"" inspires obvious comparisons with ""The Graduate,"" not least in similarity of two heroes; both Benjamin and Andrew are passive, puzzled quizzical in face of incoming exhortations. presence of Simon and Garfunkel on sound- track must not be entirely coincidental. But ""The Graduate"" is a critique of world Benjamin finds himself in, and ""Garden State"" is world's critique of Andrew. All of people he meets are urging him, in one way or another, to wake up and smell coffee. All except for his father, whose anger is so deep, he prefers his son medicated into a kind of walking sleep. Ian Holm plays role with perfect pitch, making small emotional adjustments instead of big dramatic moves. This is not a perfect movie; it meanders and ambles and makes puzzling detours. But it's smart and unconventional, with a good eye for perfect detail, as when Andrew arrives at work in Los Angeles and notices that spigot from a gas pump, ripped from its hose when he drove away from a gas station, is still stuck in his gas tank. Something like that tells you a lot about a person's state of mind.",1
27,XL_Doc2_Secrect-life-pets.docx,"There’s nothing new about cute talking animals; they’ve been the center of animated feature films since the earliest days of animation. But in The Secret Life of Pets, the old schtick still works. We’ve all had pets, and we’ve all entertained the playful thoughts of what they do when left home alone. Will my cat secretly watch TV while I’m at work? Will the dogs in my neighborhood throw a crazy party? The Secret Life of Pets imagines all of that and more, showing what the various animals of one New York City block do the moment they’re left home alone.

The Secret Life of Pets, directed by Chris Renaud and Yarrow Cheney, is also a lot like another cartoon that imagines the private lives of non-human characters when humans aren’t around. The Universal movie borrows heavily from Toy Story, telling the same story of the old dog threatened by new  dog when Katie brings Duke (Eric Stonestreet), home from the pound. Like Woody and Buzz, Max and Duke don’t get along. One tries to get rid of the other until the two end up far from home on a series misadventures. Like Pixar’s first classic, Max’s gang of pet friends venture out into the city to rescue the two dogs – there’s even a moment that recalls a Slinky Dog scene from Toy Story when Buddy uses his long dachshund body to climb up a fire escape. You’ll find pratfalls and goofy gags in the movie, but the majority of the comedy comes from the robust cast of voice actors, all whom suit their characters’ personalities.

In many ways, Max is a lot like a kid-friendly version of the character C.K. plays in his FX series. He’s good-intentioned and naive, but easily cowers in the face of a bully. Jenny Slate is perfect as the feisty Pomeranian Gidget, while Kevin Hart voices Snowball, the angsty bunny leader of a gang of sewer animals who’ve been abandoned by their owners. Lake Bell voices fat cat Chloe, Bobby Moynihan is the energized pug Mel, Steve Coogan is the scraggly hairless cat Ozone, and Albert Brooks voices the hawk Tiberius, sounding much more menacing than the fish he reprises this summer in Finding Dory. The movie’s pets aren’t given a ton of personality through their animation, but the voices behind them bring each animal to life.

The animation in The Secret Life of Pets also looks great on the big screen. The movie opens with a soaring one-take shot that hovers over a glistening postcard-esque Manhattan, shoots down skyscrapers, and darts through the autumn-colored trees of Central Park. While it’s nothing innovative, the images pop with crisp, sharp colors that are delightful to look at.

While The Secret Life of Pets may not offer an emotionally poignant narrative like Inside Out, or comment on sociopolitical issues like Zootopia, it still achieves what it aims to be: cute, clever, and pleasantly enjoyable. It might not be remembered in years to come, but it’s good family entertainment, and sometimes that’s enough.",0
